,Emotions,Statement,Path
544,calm,1,C:\Users\luisg\speech-emotion\dataset\Actor_10/03-01-02-01-01-01-10.wav
545,calm,1,C:\Users\luisg\speech-emotion\dataset\Actor_10/03-01-02-01-01-02-10.wav
546,calm,2,C:\Users\luisg\speech-emotion\dataset\Actor_10/03-01-02-01-02-01-10.wav
547,calm,2,C:\Users\luisg\speech-emotion\dataset\Actor_10/03-01-02-01-02-02-10.wav
548,calm,1,C:\Users\luisg\speech-emotion\dataset\Actor_10/03-01-02-02-01-01-10.wav
549,calm,1,C:\Users\luisg\speech-emotion\dataset\Actor_10/03-01-02-02-01-02-10.wav
550,calm,2,C:\Users\luisg\speech-emotion\dataset\Actor_10/03-01-02-02-02-01-10.wav
551,calm,2,C:\Users\luisg\speech-emotion\dataset\Actor_10/03-01-02-02-02-02-10.wav
552,happy,1,C:\Users\luisg\speech-emotion\dataset\Actor_10/03-01-03-01-01-01-10.wav
553,happy,1,C:\Users\luisg\speech-emotion\dataset\Actor_10/03-01-03-01-01-02-10.wav
554,happy,2,C:\Users\luisg\speech-emotion\dataset\Actor_10/03-01-03-01-02-01-10.wav
555,happy,2,C:\Users\luisg\speech-emotion\dataset\Actor_10/03-01-03-01-02-02-10.wav
556,happy,1,C:\Users\luisg\speech-emotion\dataset\Actor_10/03-01-03-02-01-01-10.wav
557,happy,1,C:\Users\luisg\speech-emotion\dataset\Actor_10/03-01-03-02-01-02-10.wav
558,happy,2,C:\Users\luisg\speech-emotion\dataset\Actor_10/03-01-03-02-02-01-10.wav
559,happy,2,C:\Users\luisg\speech-emotion\dataset\Actor_10/03-01-03-02-02-02-10.wav
560,sad,1,C:\Users\luisg\speech-emotion\dataset\Actor_10/03-01-04-01-01-01-10.wav
561,sad,1,C:\Users\luisg\speech-emotion\dataset\Actor_10/03-01-04-01-01-02-10.wav
562,sad,2,C:\Users\luisg\speech-emotion\dataset\Actor_10/03-01-04-01-02-01-10.wav
563,sad,2,C:\Users\luisg\speech-emotion\dataset\Actor_10/03-01-04-01-02-02-10.wav
564,sad,1,C:\Users\luisg\speech-emotion\dataset\Actor_10/03-01-04-02-01-01-10.wav
565,sad,1,C:\Users\luisg\speech-emotion\dataset\Actor_10/03-01-04-02-01-02-10.wav
566,sad,2,C:\Users\luisg\speech-emotion\dataset\Actor_10/03-01-04-02-02-01-10.wav
567,sad,2,C:\Users\luisg\speech-emotion\dataset\Actor_10/03-01-04-02-02-02-10.wav
568,angry,1,C:\Users\luisg\speech-emotion\dataset\Actor_10/03-01-05-01-01-01-10.wav
569,angry,1,C:\Users\luisg\speech-emotion\dataset\Actor_10/03-01-05-01-01-02-10.wav
570,angry,2,C:\Users\luisg\speech-emotion\dataset\Actor_10/03-01-05-01-02-01-10.wav
571,angry,2,C:\Users\luisg\speech-emotion\dataset\Actor_10/03-01-05-01-02-02-10.wav
572,angry,1,C:\Users\luisg\speech-emotion\dataset\Actor_10/03-01-05-02-01-01-10.wav
573,angry,1,C:\Users\luisg\speech-emotion\dataset\Actor_10/03-01-05-02-01-02-10.wav
574,angry,2,C:\Users\luisg\speech-emotion\dataset\Actor_10/03-01-05-02-02-01-10.wav
575,angry,2,C:\Users\luisg\speech-emotion\dataset\Actor_10/03-01-05-02-02-02-10.wav
576,fear,1,C:\Users\luisg\speech-emotion\dataset\Actor_10/03-01-06-01-01-01-10.wav
577,fear,1,C:\Users\luisg\speech-emotion\dataset\Actor_10/03-01-06-01-01-02-10.wav
578,fear,2,C:\Users\luisg\speech-emotion\dataset\Actor_10/03-01-06-01-02-01-10.wav
579,fear,2,C:\Users\luisg\speech-emotion\dataset\Actor_10/03-01-06-01-02-02-10.wav
580,fear,1,C:\Users\luisg\speech-emotion\dataset\Actor_10/03-01-06-02-01-01-10.wav
581,fear,1,C:\Users\luisg\speech-emotion\dataset\Actor_10/03-01-06-02-01-02-10.wav
582,fear,2,C:\Users\luisg\speech-emotion\dataset\Actor_10/03-01-06-02-02-01-10.wav
583,fear,2,C:\Users\luisg\speech-emotion\dataset\Actor_10/03-01-06-02-02-02-10.wav
584,disgust,1,C:\Users\luisg\speech-emotion\dataset\Actor_10/03-01-07-01-01-01-10.wav
585,disgust,1,C:\Users\luisg\speech-emotion\dataset\Actor_10/03-01-07-01-01-02-10.wav
586,disgust,2,C:\Users\luisg\speech-emotion\dataset\Actor_10/03-01-07-01-02-01-10.wav
587,disgust,2,C:\Users\luisg\speech-emotion\dataset\Actor_10/03-01-07-01-02-02-10.wav
588,disgust,1,C:\Users\luisg\speech-emotion\dataset\Actor_10/03-01-07-02-01-01-10.wav
589,disgust,1,C:\Users\luisg\speech-emotion\dataset\Actor_10/03-01-07-02-01-02-10.wav
590,disgust,2,C:\Users\luisg\speech-emotion\dataset\Actor_10/03-01-07-02-02-01-10.wav
591,disgust,2,C:\Users\luisg\speech-emotion\dataset\Actor_10/03-01-07-02-02-02-10.wav
592,surprise,1,C:\Users\luisg\speech-emotion\dataset\Actor_10/03-01-08-01-01-01-10.wav
593,surprise,1,C:\Users\luisg\speech-emotion\dataset\Actor_10/03-01-08-01-01-02-10.wav
594,surprise,2,C:\Users\luisg\speech-emotion\dataset\Actor_10/03-01-08-01-02-01-10.wav
595,surprise,2,C:\Users\luisg\speech-emotion\dataset\Actor_10/03-01-08-01-02-02-10.wav
596,surprise,1,C:\Users\luisg\speech-emotion\dataset\Actor_10/03-01-08-02-01-01-10.wav
597,surprise,1,C:\Users\luisg\speech-emotion\dataset\Actor_10/03-01-08-02-01-02-10.wav
598,surprise,2,C:\Users\luisg\speech-emotion\dataset\Actor_10/03-01-08-02-02-01-10.wav
599,surprise,2,C:\Users\luisg\speech-emotion\dataset\Actor_10/03-01-08-02-02-02-10.wav
600,neutral,1,C:\Users\luisg\speech-emotion\dataset\Actor_11/03-01-01-01-01-01-11.wav
601,neutral,1,C:\Users\luisg\speech-emotion\dataset\Actor_11/03-01-01-01-01-02-11.wav
602,neutral,2,C:\Users\luisg\speech-emotion\dataset\Actor_11/03-01-01-01-02-01-11.wav
603,neutral,2,C:\Users\luisg\speech-emotion\dataset\Actor_11/03-01-01-01-02-02-11.wav
604,calm,1,C:\Users\luisg\speech-emotion\dataset\Actor_11/03-01-02-01-01-01-11.wav
605,calm,1,C:\Users\luisg\speech-emotion\dataset\Actor_11/03-01-02-01-01-02-11.wav
606,calm,2,C:\Users\luisg\speech-emotion\dataset\Actor_11/03-01-02-01-02-01-11.wav
607,calm,2,C:\Users\luisg\speech-emotion\dataset\Actor_11/03-01-02-01-02-02-11.wav
608,calm,1,C:\Users\luisg\speech-emotion\dataset\Actor_11/03-01-02-02-01-01-11.wav
609,calm,1,C:\Users\luisg\speech-emotion\dataset\Actor_11/03-01-02-02-01-02-11.wav
610,calm,2,C:\Users\luisg\speech-emotion\dataset\Actor_11/03-01-02-02-02-01-11.wav
611,calm,2,C:\Users\luisg\speech-emotion\dataset\Actor_11/03-01-02-02-02-02-11.wav
612,happy,1,C:\Users\luisg\speech-emotion\dataset\Actor_11/03-01-03-01-01-01-11.wav
613,happy,1,C:\Users\luisg\speech-emotion\dataset\Actor_11/03-01-03-01-01-02-11.wav
614,happy,2,C:\Users\luisg\speech-emotion\dataset\Actor_11/03-01-03-01-02-01-11.wav
615,happy,2,C:\Users\luisg\speech-emotion\dataset\Actor_11/03-01-03-01-02-02-11.wav
616,happy,1,C:\Users\luisg\speech-emotion\dataset\Actor_11/03-01-03-02-01-01-11.wav
617,happy,1,C:\Users\luisg\speech-emotion\dataset\Actor_11/03-01-03-02-01-02-11.wav
618,happy,2,C:\Users\luisg\speech-emotion\dataset\Actor_11/03-01-03-02-02-01-11.wav
619,happy,2,C:\Users\luisg\speech-emotion\dataset\Actor_11/03-01-03-02-02-02-11.wav
620,sad,1,C:\Users\luisg\speech-emotion\dataset\Actor_11/03-01-04-01-01-01-11.wav
621,sad,1,C:\Users\luisg\speech-emotion\dataset\Actor_11/03-01-04-01-01-02-11.wav
622,sad,2,C:\Users\luisg\speech-emotion\dataset\Actor_11/03-01-04-01-02-01-11.wav
623,sad,2,C:\Users\luisg\speech-emotion\dataset\Actor_11/03-01-04-01-02-02-11.wav
624,sad,1,C:\Users\luisg\speech-emotion\dataset\Actor_11/03-01-04-02-01-01-11.wav
625,sad,1,C:\Users\luisg\speech-emotion\dataset\Actor_11/03-01-04-02-01-02-11.wav
626,sad,2,C:\Users\luisg\speech-emotion\dataset\Actor_11/03-01-04-02-02-01-11.wav
627,sad,2,C:\Users\luisg\speech-emotion\dataset\Actor_11/03-01-04-02-02-02-11.wav
628,angry,1,C:\Users\luisg\speech-emotion\dataset\Actor_11/03-01-05-01-01-01-11.wav
629,angry,1,C:\Users\luisg\speech-emotion\dataset\Actor_11/03-01-05-01-01-02-11.wav
630,angry,2,C:\Users\luisg\speech-emotion\dataset\Actor_11/03-01-05-01-02-01-11.wav
631,angry,2,C:\Users\luisg\speech-emotion\dataset\Actor_11/03-01-05-01-02-02-11.wav
632,angry,1,C:\Users\luisg\speech-emotion\dataset\Actor_11/03-01-05-02-01-01-11.wav
633,angry,1,C:\Users\luisg\speech-emotion\dataset\Actor_11/03-01-05-02-01-02-11.wav
634,angry,2,C:\Users\luisg\speech-emotion\dataset\Actor_11/03-01-05-02-02-01-11.wav
635,angry,2,C:\Users\luisg\speech-emotion\dataset\Actor_11/03-01-05-02-02-02-11.wav
636,fear,1,C:\Users\luisg\speech-emotion\dataset\Actor_11/03-01-06-01-01-01-11.wav
637,fear,1,C:\Users\luisg\speech-emotion\dataset\Actor_11/03-01-06-01-01-02-11.wav
638,fear,2,C:\Users\luisg\speech-emotion\dataset\Actor_11/03-01-06-01-02-01-11.wav
639,fear,2,C:\Users\luisg\speech-emotion\dataset\Actor_11/03-01-06-01-02-02-11.wav
640,fear,1,C:\Users\luisg\speech-emotion\dataset\Actor_11/03-01-06-02-01-01-11.wav
641,fear,1,C:\Users\luisg\speech-emotion\dataset\Actor_11/03-01-06-02-01-02-11.wav
642,fear,2,C:\Users\luisg\speech-emotion\dataset\Actor_11/03-01-06-02-02-01-11.wav
643,fear,2,C:\Users\luisg\speech-emotion\dataset\Actor_11/03-01-06-02-02-02-11.wav
644,disgust,1,C:\Users\luisg\speech-emotion\dataset\Actor_11/03-01-07-01-01-01-11.wav
645,disgust,1,C:\Users\luisg\speech-emotion\dataset\Actor_11/03-01-07-01-01-02-11.wav
646,disgust,2,C:\Users\luisg\speech-emotion\dataset\Actor_11/03-01-07-01-02-01-11.wav
647,disgust,2,C:\Users\luisg\speech-emotion\dataset\Actor_11/03-01-07-01-02-02-11.wav
648,disgust,1,C:\Users\luisg\speech-emotion\dataset\Actor_11/03-01-07-02-01-01-11.wav
649,disgust,1,C:\Users\luisg\speech-emotion\dataset\Actor_11/03-01-07-02-01-02-11.wav
650,disgust,2,C:\Users\luisg\speech-emotion\dataset\Actor_11/03-01-07-02-02-01-11.wav
651,disgust,2,C:\Users\luisg\speech-emotion\dataset\Actor_11/03-01-07-02-02-02-11.wav
652,surprise,1,C:\Users\luisg\speech-emotion\dataset\Actor_11/03-01-08-01-01-01-11.wav
653,surprise,1,C:\Users\luisg\speech-emotion\dataset\Actor_11/03-01-08-01-01-02-11.wav
654,surprise,2,C:\Users\luisg\speech-emotion\dataset\Actor_11/03-01-08-01-02-01-11.wav
655,surprise,2,C:\Users\luisg\speech-emotion\dataset\Actor_11/03-01-08-01-02-02-11.wav
656,surprise,1,C:\Users\luisg\speech-emotion\dataset\Actor_11/03-01-08-02-01-01-11.wav
657,surprise,1,C:\Users\luisg\speech-emotion\dataset\Actor_11/03-01-08-02-01-02-11.wav
658,surprise,2,C:\Users\luisg\speech-emotion\dataset\Actor_11/03-01-08-02-02-01-11.wav
659,surprise,2,C:\Users\luisg\speech-emotion\dataset\Actor_11/03-01-08-02-02-02-11.wav
660,neutral,1,C:\Users\luisg\speech-emotion\dataset\Actor_12/03-01-01-01-01-01-12.wav
661,neutral,1,C:\Users\luisg\speech-emotion\dataset\Actor_12/03-01-01-01-01-02-12.wav
662,neutral,2,C:\Users\luisg\speech-emotion\dataset\Actor_12/03-01-01-01-02-01-12.wav
663,neutral,2,C:\Users\luisg\speech-emotion\dataset\Actor_12/03-01-01-01-02-02-12.wav
664,calm,1,C:\Users\luisg\speech-emotion\dataset\Actor_12/03-01-02-01-01-01-12.wav
665,calm,1,C:\Users\luisg\speech-emotion\dataset\Actor_12/03-01-02-01-01-02-12.wav
666,calm,2,C:\Users\luisg\speech-emotion\dataset\Actor_12/03-01-02-01-02-01-12.wav
667,calm,2,C:\Users\luisg\speech-emotion\dataset\Actor_12/03-01-02-01-02-02-12.wav
668,calm,1,C:\Users\luisg\speech-emotion\dataset\Actor_12/03-01-02-02-01-01-12.wav
669,calm,1,C:\Users\luisg\speech-emotion\dataset\Actor_12/03-01-02-02-01-02-12.wav
670,calm,2,C:\Users\luisg\speech-emotion\dataset\Actor_12/03-01-02-02-02-01-12.wav
671,calm,2,C:\Users\luisg\speech-emotion\dataset\Actor_12/03-01-02-02-02-02-12.wav
672,happy,1,C:\Users\luisg\speech-emotion\dataset\Actor_12/03-01-03-01-01-01-12.wav
673,happy,1,C:\Users\luisg\speech-emotion\dataset\Actor_12/03-01-03-01-01-02-12.wav
674,happy,2,C:\Users\luisg\speech-emotion\dataset\Actor_12/03-01-03-01-02-01-12.wav
675,happy,2,C:\Users\luisg\speech-emotion\dataset\Actor_12/03-01-03-01-02-02-12.wav
676,happy,1,C:\Users\luisg\speech-emotion\dataset\Actor_12/03-01-03-02-01-01-12.wav
677,happy,1,C:\Users\luisg\speech-emotion\dataset\Actor_12/03-01-03-02-01-02-12.wav
678,happy,2,C:\Users\luisg\speech-emotion\dataset\Actor_12/03-01-03-02-02-01-12.wav
679,happy,2,C:\Users\luisg\speech-emotion\dataset\Actor_12/03-01-03-02-02-02-12.wav
680,sad,1,C:\Users\luisg\speech-emotion\dataset\Actor_12/03-01-04-01-01-01-12.wav
681,sad,1,C:\Users\luisg\speech-emotion\dataset\Actor_12/03-01-04-01-01-02-12.wav
682,sad,2,C:\Users\luisg\speech-emotion\dataset\Actor_12/03-01-04-01-02-01-12.wav
683,sad,2,C:\Users\luisg\speech-emotion\dataset\Actor_12/03-01-04-01-02-02-12.wav
684,sad,1,C:\Users\luisg\speech-emotion\dataset\Actor_12/03-01-04-02-01-01-12.wav
685,sad,1,C:\Users\luisg\speech-emotion\dataset\Actor_12/03-01-04-02-01-02-12.wav
686,sad,2,C:\Users\luisg\speech-emotion\dataset\Actor_12/03-01-04-02-02-01-12.wav
687,sad,2,C:\Users\luisg\speech-emotion\dataset\Actor_12/03-01-04-02-02-02-12.wav
688,angry,1,C:\Users\luisg\speech-emotion\dataset\Actor_12/03-01-05-01-01-01-12.wav
689,angry,1,C:\Users\luisg\speech-emotion\dataset\Actor_12/03-01-05-01-01-02-12.wav
690,angry,2,C:\Users\luisg\speech-emotion\dataset\Actor_12/03-01-05-01-02-01-12.wav
691,angry,2,C:\Users\luisg\speech-emotion\dataset\Actor_12/03-01-05-01-02-02-12.wav
692,angry,1,C:\Users\luisg\speech-emotion\dataset\Actor_12/03-01-05-02-01-01-12.wav
693,angry,1,C:\Users\luisg\speech-emotion\dataset\Actor_12/03-01-05-02-01-02-12.wav
694,angry,2,C:\Users\luisg\speech-emotion\dataset\Actor_12/03-01-05-02-02-01-12.wav
695,angry,2,C:\Users\luisg\speech-emotion\dataset\Actor_12/03-01-05-02-02-02-12.wav
696,fear,1,C:\Users\luisg\speech-emotion\dataset\Actor_12/03-01-06-01-01-01-12.wav
697,fear,1,C:\Users\luisg\speech-emotion\dataset\Actor_12/03-01-06-01-01-02-12.wav
698,fear,2,C:\Users\luisg\speech-emotion\dataset\Actor_12/03-01-06-01-02-01-12.wav
699,fear,2,C:\Users\luisg\speech-emotion\dataset\Actor_12/03-01-06-01-02-02-12.wav
700,fear,1,C:\Users\luisg\speech-emotion\dataset\Actor_12/03-01-06-02-01-01-12.wav
701,fear,1,C:\Users\luisg\speech-emotion\dataset\Actor_12/03-01-06-02-01-02-12.wav
702,fear,2,C:\Users\luisg\speech-emotion\dataset\Actor_12/03-01-06-02-02-01-12.wav
703,fear,2,C:\Users\luisg\speech-emotion\dataset\Actor_12/03-01-06-02-02-02-12.wav
704,disgust,1,C:\Users\luisg\speech-emotion\dataset\Actor_12/03-01-07-01-01-01-12.wav
705,disgust,1,C:\Users\luisg\speech-emotion\dataset\Actor_12/03-01-07-01-01-02-12.wav
706,disgust,2,C:\Users\luisg\speech-emotion\dataset\Actor_12/03-01-07-01-02-01-12.wav
707,disgust,2,C:\Users\luisg\speech-emotion\dataset\Actor_12/03-01-07-01-02-02-12.wav
708,disgust,1,C:\Users\luisg\speech-emotion\dataset\Actor_12/03-01-07-02-01-01-12.wav
709,disgust,1,C:\Users\luisg\speech-emotion\dataset\Actor_12/03-01-07-02-01-02-12.wav
710,disgust,2,C:\Users\luisg\speech-emotion\dataset\Actor_12/03-01-07-02-02-01-12.wav
711,disgust,2,C:\Users\luisg\speech-emotion\dataset\Actor_12/03-01-07-02-02-02-12.wav
712,surprise,1,C:\Users\luisg\speech-emotion\dataset\Actor_12/03-01-08-01-01-01-12.wav
713,surprise,1,C:\Users\luisg\speech-emotion\dataset\Actor_12/03-01-08-01-01-02-12.wav
714,surprise,2,C:\Users\luisg\speech-emotion\dataset\Actor_12/03-01-08-01-02-01-12.wav
715,surprise,2,C:\Users\luisg\speech-emotion\dataset\Actor_12/03-01-08-01-02-02-12.wav
716,surprise,1,C:\Users\luisg\speech-emotion\dataset\Actor_12/03-01-08-02-01-01-12.wav
717,surprise,1,C:\Users\luisg\speech-emotion\dataset\Actor_12/03-01-08-02-01-02-12.wav
718,surprise,2,C:\Users\luisg\speech-emotion\dataset\Actor_12/03-01-08-02-02-01-12.wav
719,surprise,2,C:\Users\luisg\speech-emotion\dataset\Actor_12/03-01-08-02-02-02-12.wav
720,neutral,1,C:\Users\luisg\speech-emotion\dataset\Actor_13/03-01-01-01-01-01-13.wav
721,neutral,1,C:\Users\luisg\speech-emotion\dataset\Actor_13/03-01-01-01-01-02-13.wav
722,neutral,2,C:\Users\luisg\speech-emotion\dataset\Actor_13/03-01-01-01-02-01-13.wav
723,neutral,2,C:\Users\luisg\speech-emotion\dataset\Actor_13/03-01-01-01-02-02-13.wav
724,calm,1,C:\Users\luisg\speech-emotion\dataset\Actor_13/03-01-02-01-01-01-13.wav
725,calm,1,C:\Users\luisg\speech-emotion\dataset\Actor_13/03-01-02-01-01-02-13.wav
726,calm,2,C:\Users\luisg\speech-emotion\dataset\Actor_13/03-01-02-01-02-01-13.wav
727,calm,2,C:\Users\luisg\speech-emotion\dataset\Actor_13/03-01-02-01-02-02-13.wav
728,calm,1,C:\Users\luisg\speech-emotion\dataset\Actor_13/03-01-02-02-01-01-13.wav
729,calm,1,C:\Users\luisg\speech-emotion\dataset\Actor_13/03-01-02-02-01-02-13.wav
730,calm,2,C:\Users\luisg\speech-emotion\dataset\Actor_13/03-01-02-02-02-01-13.wav
731,calm,2,C:\Users\luisg\speech-emotion\dataset\Actor_13/03-01-02-02-02-02-13.wav
732,happy,1,C:\Users\luisg\speech-emotion\dataset\Actor_13/03-01-03-01-01-01-13.wav
733,happy,1,C:\Users\luisg\speech-emotion\dataset\Actor_13/03-01-03-01-01-02-13.wav
734,happy,2,C:\Users\luisg\speech-emotion\dataset\Actor_13/03-01-03-01-02-01-13.wav
735,happy,2,C:\Users\luisg\speech-emotion\dataset\Actor_13/03-01-03-01-02-02-13.wav
736,happy,1,C:\Users\luisg\speech-emotion\dataset\Actor_13/03-01-03-02-01-01-13.wav
737,happy,1,C:\Users\luisg\speech-emotion\dataset\Actor_13/03-01-03-02-01-02-13.wav
738,happy,2,C:\Users\luisg\speech-emotion\dataset\Actor_13/03-01-03-02-02-01-13.wav
739,happy,2,C:\Users\luisg\speech-emotion\dataset\Actor_13/03-01-03-02-02-02-13.wav
740,sad,1,C:\Users\luisg\speech-emotion\dataset\Actor_13/03-01-04-01-01-01-13.wav
741,sad,1,C:\Users\luisg\speech-emotion\dataset\Actor_13/03-01-04-01-01-02-13.wav
742,sad,2,C:\Users\luisg\speech-emotion\dataset\Actor_13/03-01-04-01-02-01-13.wav
743,sad,2,C:\Users\luisg\speech-emotion\dataset\Actor_13/03-01-04-01-02-02-13.wav
744,sad,1,C:\Users\luisg\speech-emotion\dataset\Actor_13/03-01-04-02-01-01-13.wav
745,sad,1,C:\Users\luisg\speech-emotion\dataset\Actor_13/03-01-04-02-01-02-13.wav
746,sad,2,C:\Users\luisg\speech-emotion\dataset\Actor_13/03-01-04-02-02-01-13.wav
747,sad,2,C:\Users\luisg\speech-emotion\dataset\Actor_13/03-01-04-02-02-02-13.wav
748,angry,1,C:\Users\luisg\speech-emotion\dataset\Actor_13/03-01-05-01-01-01-13.wav
749,angry,1,C:\Users\luisg\speech-emotion\dataset\Actor_13/03-01-05-01-01-02-13.wav
750,angry,2,C:\Users\luisg\speech-emotion\dataset\Actor_13/03-01-05-01-02-01-13.wav
751,angry,2,C:\Users\luisg\speech-emotion\dataset\Actor_13/03-01-05-01-02-02-13.wav
752,angry,1,C:\Users\luisg\speech-emotion\dataset\Actor_13/03-01-05-02-01-01-13.wav
753,angry,1,C:\Users\luisg\speech-emotion\dataset\Actor_13/03-01-05-02-01-02-13.wav
754,angry,2,C:\Users\luisg\speech-emotion\dataset\Actor_13/03-01-05-02-02-01-13.wav
755,angry,2,C:\Users\luisg\speech-emotion\dataset\Actor_13/03-01-05-02-02-02-13.wav
756,fear,1,C:\Users\luisg\speech-emotion\dataset\Actor_13/03-01-06-01-01-01-13.wav
757,fear,1,C:\Users\luisg\speech-emotion\dataset\Actor_13/03-01-06-01-01-02-13.wav
758,fear,2,C:\Users\luisg\speech-emotion\dataset\Actor_13/03-01-06-01-02-01-13.wav
759,fear,2,C:\Users\luisg\speech-emotion\dataset\Actor_13/03-01-06-01-02-02-13.wav
760,fear,1,C:\Users\luisg\speech-emotion\dataset\Actor_13/03-01-06-02-01-01-13.wav
761,fear,1,C:\Users\luisg\speech-emotion\dataset\Actor_13/03-01-06-02-01-02-13.wav
762,fear,2,C:\Users\luisg\speech-emotion\dataset\Actor_13/03-01-06-02-02-01-13.wav
763,fear,2,C:\Users\luisg\speech-emotion\dataset\Actor_13/03-01-06-02-02-02-13.wav
764,disgust,1,C:\Users\luisg\speech-emotion\dataset\Actor_13/03-01-07-01-01-01-13.wav
765,disgust,1,C:\Users\luisg\speech-emotion\dataset\Actor_13/03-01-07-01-01-02-13.wav
766,disgust,2,C:\Users\luisg\speech-emotion\dataset\Actor_13/03-01-07-01-02-01-13.wav
767,disgust,2,C:\Users\luisg\speech-emotion\dataset\Actor_13/03-01-07-01-02-02-13.wav
768,disgust,1,C:\Users\luisg\speech-emotion\dataset\Actor_13/03-01-07-02-01-01-13.wav
769,disgust,1,C:\Users\luisg\speech-emotion\dataset\Actor_13/03-01-07-02-01-02-13.wav
770,disgust,2,C:\Users\luisg\speech-emotion\dataset\Actor_13/03-01-07-02-02-01-13.wav
771,disgust,2,C:\Users\luisg\speech-emotion\dataset\Actor_13/03-01-07-02-02-02-13.wav
772,surprise,1,C:\Users\luisg\speech-emotion\dataset\Actor_13/03-01-08-01-01-01-13.wav
773,surprise,1,C:\Users\luisg\speech-emotion\dataset\Actor_13/03-01-08-01-01-02-13.wav
774,surprise,2,C:\Users\luisg\speech-emotion\dataset\Actor_13/03-01-08-01-02-01-13.wav
775,surprise,2,C:\Users\luisg\speech-emotion\dataset\Actor_13/03-01-08-01-02-02-13.wav
776,surprise,1,C:\Users\luisg\speech-emotion\dataset\Actor_13/03-01-08-02-01-01-13.wav
777,surprise,1,C:\Users\luisg\speech-emotion\dataset\Actor_13/03-01-08-02-01-02-13.wav
778,surprise,2,C:\Users\luisg\speech-emotion\dataset\Actor_13/03-01-08-02-02-01-13.wav
779,surprise,2,C:\Users\luisg\speech-emotion\dataset\Actor_13/03-01-08-02-02-02-13.wav
780,neutral,1,C:\Users\luisg\speech-emotion\dataset\Actor_14/03-01-01-01-01-01-14.wav
781,neutral,1,C:\Users\luisg\speech-emotion\dataset\Actor_14/03-01-01-01-01-02-14.wav
782,neutral,2,C:\Users\luisg\speech-emotion\dataset\Actor_14/03-01-01-01-02-01-14.wav
783,neutral,2,C:\Users\luisg\speech-emotion\dataset\Actor_14/03-01-01-01-02-02-14.wav
784,calm,1,C:\Users\luisg\speech-emotion\dataset\Actor_14/03-01-02-01-01-01-14.wav
785,calm,1,C:\Users\luisg\speech-emotion\dataset\Actor_14/03-01-02-01-01-02-14.wav
786,calm,2,C:\Users\luisg\speech-emotion\dataset\Actor_14/03-01-02-01-02-01-14.wav
787,calm,2,C:\Users\luisg\speech-emotion\dataset\Actor_14/03-01-02-01-02-02-14.wav
788,calm,1,C:\Users\luisg\speech-emotion\dataset\Actor_14/03-01-02-02-01-01-14.wav
789,calm,1,C:\Users\luisg\speech-emotion\dataset\Actor_14/03-01-02-02-01-02-14.wav
790,calm,2,C:\Users\luisg\speech-emotion\dataset\Actor_14/03-01-02-02-02-01-14.wav
791,calm,2,C:\Users\luisg\speech-emotion\dataset\Actor_14/03-01-02-02-02-02-14.wav
792,happy,1,C:\Users\luisg\speech-emotion\dataset\Actor_14/03-01-03-01-01-01-14.wav
793,happy,1,C:\Users\luisg\speech-emotion\dataset\Actor_14/03-01-03-01-01-02-14.wav
794,happy,2,C:\Users\luisg\speech-emotion\dataset\Actor_14/03-01-03-01-02-01-14.wav
795,happy,2,C:\Users\luisg\speech-emotion\dataset\Actor_14/03-01-03-01-02-02-14.wav
796,happy,1,C:\Users\luisg\speech-emotion\dataset\Actor_14/03-01-03-02-01-01-14.wav
797,happy,1,C:\Users\luisg\speech-emotion\dataset\Actor_14/03-01-03-02-01-02-14.wav
798,happy,2,C:\Users\luisg\speech-emotion\dataset\Actor_14/03-01-03-02-02-01-14.wav
799,happy,2,C:\Users\luisg\speech-emotion\dataset\Actor_14/03-01-03-02-02-02-14.wav
800,sad,1,C:\Users\luisg\speech-emotion\dataset\Actor_14/03-01-04-01-01-01-14.wav
801,sad,1,C:\Users\luisg\speech-emotion\dataset\Actor_14/03-01-04-01-01-02-14.wav
802,sad,2,C:\Users\luisg\speech-emotion\dataset\Actor_14/03-01-04-01-02-01-14.wav
803,sad,2,C:\Users\luisg\speech-emotion\dataset\Actor_14/03-01-04-01-02-02-14.wav
804,sad,1,C:\Users\luisg\speech-emotion\dataset\Actor_14/03-01-04-02-01-01-14.wav
805,sad,1,C:\Users\luisg\speech-emotion\dataset\Actor_14/03-01-04-02-01-02-14.wav
806,sad,2,C:\Users\luisg\speech-emotion\dataset\Actor_14/03-01-04-02-02-01-14.wav
807,sad,2,C:\Users\luisg\speech-emotion\dataset\Actor_14/03-01-04-02-02-02-14.wav
808,angry,1,C:\Users\luisg\speech-emotion\dataset\Actor_14/03-01-05-01-01-01-14.wav
809,angry,1,C:\Users\luisg\speech-emotion\dataset\Actor_14/03-01-05-01-01-02-14.wav
810,angry,2,C:\Users\luisg\speech-emotion\dataset\Actor_14/03-01-05-01-02-01-14.wav
811,angry,2,C:\Users\luisg\speech-emotion\dataset\Actor_14/03-01-05-01-02-02-14.wav
812,angry,1,C:\Users\luisg\speech-emotion\dataset\Actor_14/03-01-05-02-01-01-14.wav
813,angry,1,C:\Users\luisg\speech-emotion\dataset\Actor_14/03-01-05-02-01-02-14.wav
814,angry,2,C:\Users\luisg\speech-emotion\dataset\Actor_14/03-01-05-02-02-01-14.wav
815,angry,2,C:\Users\luisg\speech-emotion\dataset\Actor_14/03-01-05-02-02-02-14.wav
